kauza	datum	medium	titulek	strana	rubrika	autor	delka
capihnizdo	28.04.2016	aktualne.cz	Nemohli si přijít na jméno, teď se scházejí na Čapím hnízdě. Tak se vyvíjel vztah Zemana s Babišem	00	Domácí	Radek Bartoníček, Lucie Stuchlíková	1307
capihnizdo	28.04.2016	aktualne.cz	Foto: Sešli se Zeman, Babiš a Nejedlý. Tak se Hrad dočasně přestěhoval na Čapí hnízdo	00	Domácí	Ludvík Hradilek	737
capihnizdo	28.04.2016	zpravy.rozhlas.cz	Politici by si neměli hrát na vyšetřovatele či na soudce, řekl Zeman při návštěvě Čapího hnízda	00	politika	Lenka Jansová	3946
capihnizdo	28.04.2016	zpravy.rozhlas.cz	Zeman navštíví Babišovu farmu Čapí hnízdo, přijedou s ním i děti z Klokánků	00	politika	Mikuláš Klang,Eva  Rajlichová	3676
capihnizdo	28.04.2016	zpravy.iDNES.cz	Politici si nemají hrát na vyšetřovatele, řekl Zeman na Čapím hnízdě	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký	5935
capihnizdo	28.04.2016	novinky.cz	Zeman s klokánky se chystá na Čapí hnízdo. Kalousek a Ovčáček o tom zaveršovali	00	Domácí	zpe	1783
capihnizdo	28.04.2016	lidovky.cz	Zeman: Pokud Lukoil zaplatí státu dluhy, Nejedlý zůstane mým poradcem	00	Zprávy / Domov	ČTK	2489
capihnizdo	28.04.2016	iHNed.cz	Když Lukoil zaplatí dluh 28 milionů, může Nejedlý zůstat na Hradě, prohlásil Zeman	00		Domácí, ČTK, riz	2831
capihnizdo	28.04.2016	aktualne.cz	Zeman na Babišově Čapím hnízdě pokřtil klokana Bimba. Politici by si neměli hrát na soudce, řekl	00	Domácí	Radek Bartoníček	3828
capihnizdo	27.04.2016	aktualne.cz	Neděláme Babišovi stafáž, do Čapího hnízda jedeme na klokany, tvrdí šéf Klokánků	00	Domácí	Lucie Stuchlíková, Lenka Havelková	3906
capihnizdo	27.04.2016	iHNed.cz	Ministerstvo ve čtvrtek odešle mimořádnou dotaci 20 milionů korun na záchranu klokánků	00		ČTK, dap	1825
capihnizdo	25.04.2016	zpravy.iDNES.cz	Lži, naschvály, nápad z Čapího hnízda, pustil se Dienstbier do Babiše	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký	2706
capihnizdo	25.04.2016	novinky.cz	Babiš a Dienstbier se střetli kvůli návrhům ochrany oznamovatelů	00	Domácí		2757
capihnizdo	25.04.2016	lidovky.cz	Dienstbier 'kopl' do Čapího hnízda. Ministři se střetli kvůli ochraně oznamovatelů korupce	00	Zprávy / Domov	ČTK	3107
capihnizdo	25.04.2016	aktualne.cz	Babiš a Pelikán chtějí chránit whistleblowery. Asi se sešli na Čapím hnízdě, zlobí se Dienstbier	00	Domácí	Martin Ťopek	3126
capihnizdo	21.04.2016	zpravy.iDNES.cz	Zeman: Majetek, který jsme s Altnerem ČSSD zachránili, vydělal miliardu	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký	10213
capihnizdo	21.04.2016	aktualne.cz	Fiala: Historie jednou ODS poděkuje, bráníme radikálním řešením a extremistickým stranám	00	Politika	Radek Bartoníček, Lucie Stuchlíková	14422
capihnizdo	15.04.2016	novinky.cz	Babiš půjde ke starostům na námluvy	00	Domácí	Oldřich Danda	3031
capihnizdo	13.04.2016	aktualne.cz	Slídění Babišova náměstka v Bruselu kvůli Čapímu hnízdu bylo v pořádku, řekl vládní prošetřovatel	00	Domácí	Petr Koděra	3157
capihnizdo	12.04.2016	zpravy.iDNES.cz	Novela přiznává beztrestnost velkým firmám. Neprojde, avizují senátoři	00	Zprávy / Domácí	iDNES.cz, Adam Němec	5046
capihnizdo	10.04.2016	iHNed.cz	Babišovi věřím. V případu Čapího hnízda nevidím žádný problém, říká ministr spravedlnosti Pelikán	00		Ondřej Kundra	20694
capihnizdo	08.04.2016	aktualne.cz	Kauza Čapí hnízdo Babišovi neuškodila, ANO by stále vyhrálo volby. TOP 09 zastavila pád	00	Domácí	Domácí	1368
capihnizdo	08.04.2016	zpravy.iDNES.cz	Čapí hnízdo ANO neoslabilo, polepšila si ČSSD a lidovci, ukázal průzkum	00	Zprávy / Domácí	iDNES.cz, Adam Němec	2468
capihnizdo	08.04.2016	lidovky.cz	ČSSD dohání ANO. TOP 09 zastavila pokles a byla by čtvrtá za KSČM	00	Zprávy / Domov	ČTK	1189
capihnizdo	08.04.2016	iHNed.cz	Opozice podala ústavní stížnost proti sněmovní schůzi k EET. Chce vyslechnout i Babiše	00		ČTK, tru	3894
capihnizdo	07.04.2016	novinky.cz	Očima Saši Mitrofanova: Jako nahý blb v trní	00	Komentáře	Alexandr Mitrofanov	2862
capihnizdo	05.04.2016	iHNed.cz	Kdo se v barvách ANO dostal do funkce, musí platit. Eurokomisařka Jourová dala hnutí 200 tisíc, poslanci odvádějí 50 tisíc	00		Lucie Stuchlíková	3868
capihnizdo	04.04.2016	iHNed.cz	Průzkum: Babiš je dál nejpopulárnějším politikem, kauze Čapí hnízdo navzdory	00		ČTK, kac	3249
capihnizdo	04.04.2016	novinky.cz	Nejpopulárnějším politikem je stále Babiš	00	Domácí	jas	2063
capihnizdo	04.04.2016	aktualne.cz	Nejpopulárnějším politikem zůstává Babiš, Sobotka si pohoršil a je s Chovancem třetí	00	Domácí	ČTK	2957
capihnizdo	03.04.2016	novinky.cz	Čapí hnízdo babišovcům neublížilo, ale soc. dem. přibyli voliči	00	Domácí	rsk	1317
capihnizdo	03.04.2016	lidovky.cz	Průzkum: Volby by vyhrálo ANO před ČSSD, ztrácejí komunisti a TOP 09	00	Zprávy / Domov	ČTK	2375
capihnizdo	01.04.2016	novinky.cz	TOP 09 chce ve volbách prorazit silou rozumu	00	Domácí	Oldřich Danda	3032
capihnizdo	01.04.2016	aktualne.cz	ANO po kauze Čapí hnízdo předběhla ČSSD, ztratili i komunisté, tvrdí průzkum	00	Domácí	ČTK	2192
capihnizdo	01.04.2016	iHNed.cz	Průzkum: ČSSD těsně předběhla ANO, vliv má zřejmě Čapí hnízdo. Posílily KDU-ČSL i TOP 09	00		ČTK, lou	2616
capihnizdo	01.04.2016	lidovky.cz	Průzkum factum: ČSSD a ANO by se v březnu dělily o vítězství, Okamura bez křesel	00	Zprávy / Domov	ČTK	2219
capihnizdo	30.03.2016	lidovky.cz	Babiš chystá v Průhonicích otevření další restaurace. Chce michelinskou hvězdu	00	Zprávy / Dobrá chuť	ČTK	1461
capihnizdo	30.03.2016	aktualne.cz	Babiš chystá v Průhonicích další restauraci, chce michelinskou hvězdu	00	Ekonomika	ČTK	1649
capihnizdo	30.03.2016	zpravy.rozhlas.cz	Sněmovní ústavně-právní i imunitní výbor jsou pro zpřísnění podnikání ministrů	00	/ politika	Jana Čermáková, mkp	2947
capihnizdo	26.03.2016	novinky.cz	Babiš: Pokud by se prokázal podvod, odejdu. Ale vylučuji to	00	Domácí	Naďa Adamičková, Marie Königová	6557
capihnizdo	25.03.2016	lidovky.cz	Designérky proti Babišovi. Kvůli kauze Čapí hnízdo přestaly pracovat pro Penam	00	Lidovky / Firmy a trhy	Lidovky.cz, Adéla Procházková	2373
capihnizdo	25.03.2016	novinky.cz	Politologové: Babiš promarnil šanci oslovit voliče, udělal ze sebe Paroubka	00	Domácí		3267
capihnizdo	24.03.2016	novinky.cz	Kauza Čapí hnízdo: Babiš nepřesvědčil, shodují se právníci	00	Domácí	Jakub Bartosz	2461
capihnizdo	24.03.2016	lidovky.cz	Bělobrádek kritizoval Babiše za Čapí hnízdo. Církevní restituce je tunel, reagoval šéf ANO	00	Zprávy / Domov	ČTK	5791
capihnizdo	24.03.2016	lidovky.cz	PŘEHLEDNĚ: Historie Čapího hnízda, jak ji popsal Andrej Babiš	00	Zprávy / Domov	ČTK	3516
capihnizdo	24.03.2016	aktualne.cz	Bělobrádek: Babiš potvrdil, že Čapí hnízdo přepsal na rodinu účelově, situace snižuje kredit vlády	00	Politika	ČTK	2867
capihnizdo	24.03.2016	iHNed.cz	Bělobrádek: Babiš potvrdil podezření, že na svou rodinu účelově přepsal majetek Čapího hnízda	00		ČTK, gal	4588
capihnizdo	24.03.2016	zpravy.iDNES.cz	Babiš potvrdil podezření, situace kolem vlády je vážná, říká Bělobrádek	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký, ČTK	5009
capihnizdo	24.03.2016	lidovky.cz	‚Upachtěné, nevěcné, rozplizlé.‘ Babišovo vystoupení bylo podle politologů slabé	00	Zprávy / Domov	ČTK	3275
capihnizdo	24.03.2016	novinky.cz	Na Čapí hnízdo propašujte i své děti. Ať to vypadá, že je nás hodně, radí fond klokánkům	00	Domácí	Jan Martinek	1915
capihnizdo	24.03.2016	lidovky.cz	Šéf poslanců ČSSD: Pokud by Sobotka odvolal Babiše, ten by se mohl stát premiérem	00	Zprávy / Domov	ČTK	2556
capihnizdo	24.03.2016	iHNed.cz	Babiš kličkuje, nevím, jestli mu věřit, říká poslankyně ANO. V hnutí je výjimkou	00		Radek Bartoníček	5204
capihnizdo	24.03.2016	iHNed.cz	Všichni Babišovi nepřátelé	00		Jindřich Šídlo	6363
capihnizdo	24.03.2016	novinky.cz	Očima Saši Mitrofanova: Složky, plky, alibista, s Babišem budoucnost jistá	00	Komentáře	Alexandr Mitrofanov	2609
capihnizdo	24.03.2016	zpravy.iDNES.cz	Bratr Babišové byl i u jiného sporného obchodu, Agrofertu prodal půdu	00	Zprávy / Domácí	MF DNES, Karel Hrubeš	5062
capihnizdo	24.03.2016	aktualne.cz	Babiš kličkuje, lavíruje, nevím, jestli mu věřit, říká poslankyně ANO. V hnutí je výjimkou	00	Domácí	Radek Bartoníček	4729
capihnizdo	24.03.2016	novinky.cz	Babiš podezření potvrdil, je to vážné, řekl šéf lidovců Bělobrádek	00	Domácí		2021
capihnizdo	24.03.2016	novinky.cz	Babiš útočil na europoslankyni, že nemá ráda ČR. Vždyť k vám jezdím na dovolenou, brání se	00	Domácí		2846
capihnizdo	24.03.2016	zpravy.iDNES.cz	Zdaňme náhrady církvím, navrhli komunisti. Babiš nápad podpořil	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký	3813
capihnizdo	24.03.2016	lidovky.cz	KAMBERSKÝ: Proti všem. Obraz Andreje Babiše v úzkých je zneklidňující	00	Zprávy / Názory	Lidové noviny, Petr Kamberský	2529
capihnizdo	23.03.2016	zpravy.rozhlas.cz	Kdo hospodařil v Čapím hnízdě? Koně kupoval Babiš osobně	00	/ politika	Janek Kroupa	4649
capihnizdo	23.03.2016	novinky.cz	Babiše dnes čeká vysvětlování Čapího hnízda	00	Domácí	Jakub Troníček	5454
capihnizdo	23.03.2016	aktualne.cz	Čapí hnízdo není jediné. Babiš má problém se střetem zájmů i svými lidmi	00	Domácí	Lucie Stuchlíková, Klára Galová, Lenka Havelková	535
capihnizdo	23.03.2016	lidovky.cz	Čapí hnízdo v tu dobu Babiš nevlastnil, ale osobně pro něj kupoval nejlepší koně	00	Zprávy / Domov	Lidovky.cz	1751
capihnizdo	23.03.2016	novinky.cz	Babiš: Čapí hnízdo vlastnily moje děti a bratr partnerky, na dotace to nemělo vliv	00	Domácí		3775
capihnizdo	23.03.2016	novinky.cz	Proč jste schovávali vlastníky Čapího hnízda? dorážela opozice. Babiš zveřejnil jména akcionářů	00	Domácí	Barbora Zpěváčková	14147
capihnizdo	23.03.2016	aktualne.cz	Čapí hnízdo vlastnily moje děti, řekl Babiš. Jste usvědčený lhář, zaútočil Kalousek	00	Domácí	Lucie Stuchlíková, Radek Bartoníček	302
capihnizdo	23.03.2016	zpravy.rozhlas.cz	PŘEHLEDNĚ: Reakce politiků na projev Andreje Babiše ke kauze Čapí hnízdo	00	/ politika	ČRo,Anna Kottová	3680
capihnizdo	23.03.2016	iHNed.cz	Babiš: Farmu Čapí hnízdo vlastnili mé dvě děti a bratr partnerky. Sobotka chce počkat na výsledky vyšetřování	00		jsf, ČTK	6324
capihnizdo	23.03.2016	zpravy.iDNES.cz	Čapí hnízdo bylo mých dětí a bratra partnerky, řekl Babiš poslancům	00	Zprávy / Domácí	iDNES.cz, Čeněk Třeček, iDNES.cz, Josef Kopecký	4993
capihnizdo	23.03.2016	zpravy.rozhlas.cz	Čapí hnízdo vlastnili mé dvě děti a bratr mojí partnerky, řekl Babiš	00	/ politika	ČRo,Anna Kottová	4143
capihnizdo	23.03.2016	zpravy.rozhlas.cz	Andrej Babiš začal na mimořádné schůzi sněmovny vysvětlovat kauzu Čapí hnízdo	00	/ politika	Jana Čermáková	2774
capihnizdo	23.03.2016	aktualne.cz	Co jsme se od ministra Babiše (ne)dozvěděli o Čapím hnízdu. Pět důležitých otázek i s komentářem	00	Domácí	Radek Bartoníček, Lucie Stuchlíková	4393
capihnizdo	23.03.2016	aktualne.cz	Čapí hnízdo mi nevadí, je to ušmudlaných 50 milionů. Babiš je ale neschopný politik, říká Jančura	00	Domácí	Radek Bartoníček	4512
capihnizdo	23.03.2016	aktualne.cz	Pole od státu za sedm korun na metr. Babiš kupoval pozemky pro Čapí hnízdo v době, kdy nebylo jeho	00	Domácí	Radek Nohl	4502
capihnizdo	23.03.2016	iHNed.cz	Rybník za haléř, pole od státu za sedm korun za metr. Nové dokumenty ukazují, jak Babiš kupoval pozemky pro Čapí hnízdo	00		Radek Nohl	5056
capihnizdo	23.03.2016	zpravy.iDNES.cz	Kalousek vyzve premiéra, ať Babiš neodpovídá za evropské dotace	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký	2629
capihnizdo	23.03.2016	novinky.cz	Pravice se kvůli Čapímu hnízdu chystá hlavně na Sobotku	00	Domácí	ada, nig, kab	3222
capihnizdo	23.03.2016	aktualne.cz	Babišovy lži o majiteli Čapího hnízda? Možná se někdy nevyjádřil přesně, zastává se šéfa Faltýnek	00	Domácí	Lucie Stuchlíková	1614
capihnizdo	23.03.2016	novinky.cz	Lidé v čapích kostýmech si u Sněmovny pochvalovali luxusní hnízda	00	Domácí		1877
capihnizdo	23.03.2016	lidovky.cz	Prahou prošel Pochod čápů. Demonstrovali proti Babišovi	00	Zprávy / Domov	ČTK	1519
capihnizdo	23.03.2016	lidovky.cz	Babišovo přiznání: Farmu Čapí hnízdo vlastnily mé děti a bratr partnerky	00	Zprávy / Domov	Lidovky.cz, Martin Samek, ČTK	3618
capihnizdo	23.03.2016	iHNed.cz	Boj o Babiše znechutí podnikatelům vstup do politiky na jednu generaci	00		David Klimeš	5674
capihnizdo	23.03.2016	zpravy.iDNES.cz	KOMENTÁŘ: „Žvanírna“ politika Babiše	00	Zprávy / Domácí	Kamil Švec	3768
capihnizdo	23.03.2016	lidovky.cz	ZVĚŘINA: ANO u Macochy Zákon o střetu zájmů určí charakter Babišova hnutí	00	Zprávy / Názory	Lidové noviny, Martin Zvěřina	2394
capihnizdo	23.03.2016	lidovky.cz	Průzkum k Čapímu hnízdu: 30 % lidí vnímá kauzu jako podvod a porušení zákona	00	Zprávy / Domov	ČTK	2206
capihnizdo	23.03.2016	novinky.cz	Očima Saši Mitrofanova: Babiše čáp nepřinesl, ani ho neodnese	00	Komentáře	Alexandr Mitrofanov	2704
capihnizdo	22.03.2016	novinky.cz	Pokud Babiš nevysvětlí kauzu Čapí hnízdo, měl by ho Sobotka odvolat, zní z ODS	00	Domácí	zpe	1200
capihnizdo	22.03.2016	zpravy.iDNES.cz	Koalice bude ještě jednat o návrhu, jímž chce ČSSD omezit Babiše	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký	3578
capihnizdo	22.03.2016	zpravy.rozhlas.cz	Návrh ČSSD omezit podnikání ministrů považuje ANO za porušení koaliční smlouvy	00	/ politika	Jana Čermáková, ČRo	1830
capihnizdo	22.03.2016	novinky.cz	Protikorupční aktivisté jdou od Babiše	00	Domácí	Karolina Brožová	5219
capihnizdo	22.03.2016	novinky.cz	Koalice bude ještě jednat, zda omezí podnikání členů vlády	00	Domácí	zpe	1716
capihnizdo	21.03.2016	aktualne.cz	K vysvětlení není jen Čapí hnízdo. Co Unipetrol nebo kampaň ANO, vyzývají Babiše bojovníci s korupcí	00	Domácí	ČTK	2981
capihnizdo	21.03.2016	zpravy.rozhlas.cz	ANO doporučí svým poslancům, aby podpořili program mimořádné schůze	00	/ politika	ČRo	1761
capihnizdo	21.03.2016	zpravy.rozhlas.cz	Předsednictvo hnutí ANO mimořádně projedná situaci ve vládní koalici	00	/ politika	ČRo,Václav Rokyta	1419
capihnizdo	21.03.2016	novinky.cz	A co Unipetrol? Babiš má podle bojovníků s korupcí vysvětlit víc než jen Čapí hnízdo	00	Domácí		2898
capihnizdo	21.03.2016	novinky.cz	Babišův střet zájmů u Čapího hnízda se měl řešit dřív, lituje německá europoslankyně	00	Domácí		1943
capihnizdo	21.03.2016	iHNed.cz	Střet zájmů se u Čapího hnízda měl řešit dřív, říká předsedkyně výboru pro rozpočtovou kontrolu EP Grässleová	00		ČTK, lhp	2601
capihnizdo	21.03.2016	lidovky.cz	ANO svolalo mimořádné zasedání předsednictva. Řešit se bude Čapí hnízdo	00	Zprávy / Domov	ČTK	1762
capihnizdo	21.03.2016	aktualne.cz	Neúmyslnou ruku Messiho taky spoluhráči nevytrubují do světa, říká Komárek o Babišově Čapím hnízdě	00	Domácí	Radek Bartoníček	4312
capihnizdo	21.03.2016	zpravy.iDNES.cz	Aktivisté se Babiše ptají na sporné finance. Lži nekomentuji, odpovídá	00	Zprávy / Domácí	iDNES.cz, Václav Ferebauer, ČTK	3694
capihnizdo	21.03.2016	lidovky.cz	Protikorupční organizace vyzvaly Babiše, aby objasnil svoje aktivity	00	Zprávy / Domov	ČTK	3087
capihnizdo	21.03.2016	zpravy.rozhlas.cz	Návrh ČSSD omezit podnikání ministrů považuje ANO za porušení koaliční smlouvy	00	/ politika	Jana Čermáková, ČRo	1762
capihnizdo	21.03.2016	aktualne.cz	Kauza Čapí hnízdo se měla řešit už dřív, lituje šéfka rozpočtové kontroly Evropské unie	00	Domácí	ČTK	2221
capihnizdo	21.03.2016	lidovky.cz	Předsedkyně Grässleová lituje, že se střet zájmů u Čapího hnízda neřešil dřív	00	Zprávy / Domov	ČTK	2090
capihnizdo	21.03.2016	aktualne.cz	Vedení ANO se nelíbí "útok ČSSD" na Babiše. Připouští konec koalice	00	Politika	Radek Bartoníček	4693
capihnizdo	21.03.2016	zpravy.iDNES.cz	ČSSD a lidovci porušují koaliční smlouvu. Ohrožují spolupráci, řeklo ANO	00	Zprávy / Domácí	iDNES.cz, ČTK	4445
capihnizdo	21.03.2016	iHNed.cz	Snahy omezit podnikání ministrů mohou vést ke konci koalice, varuje ANO. Strana kritizuje návrh poslance ČSSD	00		Radek Bartoníček	5536
capihnizdo	21.03.2016	novinky.cz	Pokud omezíte podnikání ministrů, koalice končí, vzkazuje ANO	00	Domácí	tin	2364
capihnizdo	21.03.2016	lidovky.cz	Omezení podnikání ministrů je podle ANO porušením koaliční smlouvy	00	Zprávy / Domov	ČTK	4404
capihnizdo	21.03.2016	novinky.cz	Očima Saši Mitrofanova: V širých lánech Hašek volá	00	Komentáře	Alexandr Mitrofanov	2601
capihnizdo	20.03.2016	novinky.cz	Ke změnám koalice není důvod, tvrdí Sobotka	00	Domácí	jas	2199
capihnizdo	20.03.2016	iHNed.cz	Čapí hnízdo je účelová kauza, řekl Stropnický. Při sestavování vlády všichni věděli, kdo je Babiš	00		ČTK, bar	2491
capihnizdo	20.03.2016	zpravy.iDNES.cz	Čapí hnízdo nás zatěžuje, koalice je však stabilní, řekl Sobotka	00	Zprávy / Domácí	iDNES.cz, Zdeňka Trachtová	2801
capihnizdo	20.03.2016	novinky.cz	Babišovo kličkování je nepřijatelné, zdůvodnil Dienstbier podporu schůze o Čapím hnízdě	00	Domácí	jas	1847
capihnizdo	20.03.2016	aktualne.cz	Pro rozchod s ANO nebo s lidovci není důvod, říká Sobotka. Změny v koalici nechystá	00	Politika	ČTK	5062
capihnizdo	19.03.2016	zpravy.iDNES.cz	Jsem chybou systému, Čapí hnízdo mě má odstranit z politiky, říká Babiš	00	Zprávy / Domácí	iDNES.cz, Zdeňka Trachtová	3573
capihnizdo	19.03.2016	zpravy.rozhlas.cz	ČSSD doporučila svým poslancům, aby schválili program schůze k Čapímu hnízdu	00	/ politika	Lenka Jansová	1746
capihnizdo	19.03.2016	novinky.cz	Neklid v koalici. Šéf ANO poslance stále napíná	00	Domácí	Naďa Adamičková, Marie Königová	2652
capihnizdo	19.03.2016	novinky.cz	Vládní stabilitě dění kolem Čapího hnízda nesvědčí, připouští Stropnický	00	Domácí		4051
capihnizdo	19.03.2016	lidovky.cz	Stropnický: Řešit Čapí hnízdo není racionální a neprospívá to naší vládě	00	Zprávy / Domov	ČTK	2093
capihnizdo	18.03.2016	zpravy.rozhlas.cz	O podpoře mimořádné schůze k Čapímu hnízdu mluví ČSSD, lidovci i Babiš	00	/ politika	ČRo	2800
capihnizdo	18.03.2016	zpravy.rozhlas.cz	Předseda TOP 09 Kalousek nabídl vládě podporu. Podmínkou ale je odchod hnutí ANO	00	/ politika	David Černý,Anna Kottová	2530
capihnizdo	18.03.2016	lidovky.cz	ZVĚŘINA: Koaliční čapí tanec. O výsledku kauzy rozhodne umělecký dojem	00	Zprávy / Názory	Lidové noviny, Martin Zvěřina	2511
capihnizdo	18.03.2016	aktualne.cz	Babiš: Vyzvu své poslance, aby hlasovali pro schůzi o Čapím hnízdě, nemám s tím problém	00	Domácí	ČTK	2521
capihnizdo	18.03.2016	lidovky.cz	Schvalte program schůze k Čapímu hnízdu, doporučila ČSSD poslancům	00	Zprávy / Domov	ČTK	3030
capihnizdo	18.03.2016	novinky.cz	Vláda kvůli Čapímu hnízdu padnout nemusí, říká šéf lidoveckých poslanců	00	Domácí	Oldřich Danda	2589
capihnizdo	18.03.2016	iHNed.cz	ČSSD doporučila poslancům schválit program mimořádné schůze k Čapímu hnízdu. ANO musí kauzu objasnit	00		ČTK, kac	3439
capihnizdo	18.03.2016	aktualne.cz	Sociální demokraté se rozhodli jít proti Babišovi, podpoří změnu zákona proti němu	00	Domácí	Radek Bartoníček	3163
capihnizdo	18.03.2016	novinky.cz	Babiš otočil, nechá se grilovat na mimořádné schůzi	00	Domácí	Oldřich Danda	3271
capihnizdo	18.03.2016	novinky.cz	ČSSD ostře proti Babišovi, podpoří mimořádnou schůzi i omezení střetu zájmů	00	Domácí	zpe	3079
capihnizdo	18.03.2016	iHNed.cz	ANO bude v pondělí jednat o situaci v koalici. Babiš vyzve poslance, aby umožnili mimořádnou schůzi sněmovny	00		ČTK, jsf	2719
capihnizdo	18.03.2016	zpravy.iDNES.cz	ANO chce řešit vztahy v koalici. Je úspěšná, pokračujme, říká Bělobrádek	00	Zprávy / Domácí	iDNES.cz, ČTK	2972
